personperRTT,5,7,10,12,15,17,20,22,25,27,30,32,35,37,40,42,45,47,50
0.2,3.931097008159565,3.953009068425392,4.0422546835025175,4.088848594741614,4.227123107307439,4.37929613450919,4.595941263817852,4.776998597475456,5.112296831390577,5.567554240631163,5.856146397505334,6.167895771878073,6.694057947290882,7.539449991815355,7.998445044602668,8.850651465798046,10.040292445166532,10.30221608896826,11.255998702983138
0.4,3.939288954879155,3.945034147947009,4.024039653035936,4.091997687670328,4.262718863561282,4.362412226352747,4.57213316892725,4.753106740185993,5.136942413538158,5.3603225541018675,6.014022140221402,6.1513060620995565,6.956870447663475,7.301600328272466,7.989224489795919,8.507284334588313,9.600260204911368,10.40581357583631,10.85883402254115
0.6,3.9255021402700034,3.9574591111845367,4.033947303213017,4.082763168741241,4.240171080769864,4.321875,4.650061855670103,4.795789127395345,5.233124794204808,5.349486652977412,5.876057494866529,6.274001803722227,6.405693658216425,7.038845273143605,8.535075541037157,8.11019508611542,9.601138211382114,10.352893433974515,10.805445263754963
0.8,3.9394439402689545,3.9433651629897923,4.018010575016524,4.086541625534715,4.236891925261339,4.374053342113928,4.576086956521739,4.801713485460088,5.034579285361436,5.381480568564621,5.870190726734627,6.328674778033542,6.917021276595745,7.266961651917404,8.594503966631226,8.570496083550914,8.849111943946554,10.221590447567216,11.023753546817998
1.0,3.9434990913596564,3.95332507228418,4.017439947351102,4.1265531144573355,4.265302755320904,4.396748101683724,4.628965970738123,4.653145015601905,5.046719763527383,5.288716722986895,5.6179148552210645,6.031488314883148,6.986417934871543,7.704765023743246,8.352989152597667,8.348768954834501,9.836844245628305,9.751909017059301,10.79212981744422
1.2,3.938288920056101,3.9412248929865,4.015798568254752,4.094274432379072,4.22179148795777,4.4161173368490445,4.57015516672169,4.837675680118353,5.1594012173054775,5.503363412633306,5.769432600852738,6.061951259538853,6.729929404038746,7.307038338919317,7.925393845400375,8.624928577258999,9.36388140161725,10.313763702801461,10.62133874239351
1.4,3.938340899711102,3.958708398711702,4.032039636663914,4.108339507697374,4.225218538677223,4.382882512538025,4.649286362511344,4.744904667981591,5.141538968528588,5.326919914487749,5.913930716695466,6.475815707493032,7.004989775051125,7.395649329407917,7.782729350310153,8.206888109034523,9.350114043662431,10.0,10.984358537969042
1.6,3.931239178827603,3.9676193622996863,4.029392338177015,4.076999012833169,4.249216042251197,4.3400198117880135,4.55603058455973,4.791255752794214,5.062700832166104,5.516618793598687,5.971327926599492,6.083996390780084,6.967583093967994,7.139842983316978,7.9797501428921365,8.620480942254213,8.985384175716502,9.64823711424151,10.892689252715188
1.8,3.933652417890741,3.950004125072189,4.040974803800083,4.105171987131898,4.283219375566357,4.413923946217933,4.637374402899028,4.681754588099745,5.075937936130039,5.473943777741246,5.846242111302352,6.311952158597526,7.210724827812397,7.367788854387972,8.048225214198286,8.918051482567611,9.62324144100187,9.644437215354587,10.449075575737918
2.0,3.9333113238692636,3.944513048489339,4.015190291422439,4.102288688754854,4.23969327176781,4.388514069442159,4.583292221674067,4.807107016533684,5.239470220467259,5.277682015923828,5.8615649889153465,6.059031488941873,6.93792934249264,6.992885763349415,7.948982939632546,8.63206778556298,8.695907386270992,10.105617795096606,10.889898580121704
2.2,3.9381341252165307,3.949711459192086,4.037742068397198,4.088940130116116,4.23033892727871,4.367084432717678,4.639119362523618,4.906098263517406,5.271454455608631,5.344305464121132,5.835055774278215,5.841048750512085,6.764893878554454,7.4703479823558245,8.42944584999592,8.770233922895102,9.720703125,9.925639983746445,11.45003234152652
2.4,3.937969149550441,3.9401976935749587,4.021624298448333,4.079393839565146,4.242920645373724,4.371463815789474,4.60084068243633,4.899761532768687,5.214003294892916,5.345846711122088,5.971229508196721,6.19579845724602,7.005739586749754,7.564925495333224,8.484282907662083,8.648631029986962,9.011265306122448,9.475802509369398,10.871983805668016
2.6,3.9403404395967607,3.961500330469266,4.020623659462135,4.097299967072769,4.235269846509325,4.360121991427629,4.547463917525773,4.748908836366631,5.093899422918384,5.5727796052631575,5.959776719750452,6.307862952920877,6.985160285316061,7.765416972964143,7.713641950020484,8.484749633012559,9.247560182173064,9.525069184437571,10.550370551347829
2.8,3.9283419817148504,3.95801652892562,4.0209122344804875,4.096641422456371,4.229111842105263,4.402089846963962,4.612628972348329,4.740673788003287,5.073539067629678,5.380096808597916,5.71379366901755,6.259432799013563,7.035293154274484,6.931866513986586,7.6440899795501025,8.477969426959863,9.143347779867527,10.180240103828682,11.10146570572516
3.0,3.9340151765094027,3.9595967941832604,4.02292216358839,4.092946605141727,4.238361572627077,4.376656514939501,4.628764192858318,4.689155833470463,5.043521103629496,5.450251008147478,5.91442663378545,6.217177511883298,6.791158411788785,7.081043506705921,8.651174168297455,8.824347541520085,9.453169501179916,9.861138211382114,10.460197795071336
3.2,3.9423426400132167,3.9447691167997365,4.015469431416111,4.099720256705611,4.267237123580714,4.399966958532959,4.593994241053065,4.786489151873767,5.197697368421053,5.381788351107465,5.810300992372673,6.419296515450362,6.564384010484928,7.246451718762819,7.898230088495575,7.9747042023663814,9.20408661673722,9.922320630535468,10.43041886945913
3.4,3.9256028310427125,3.958556922314868,4.002634178465591,4.099547138740222,4.248145094806265,4.390046963829612,4.539687756778965,4.7226759053039675,5.129328737895946,5.323749897026114,5.88670112396423,6.302818637521571,6.688826953028936,7.770739681242338,7.831250510495794,8.562627498980008,9.033433661433335,10.14640682095006,10.824817518248175
3.6,3.9348902459151676,3.9526949068732486,4.026166378671933,4.07666309455115,4.2169764763941435,4.366792825407273,4.627154994638291,4.8113533525298235,5.28251564043464,5.495446714250554,5.844728644040006,6.127565260219996,7.054224257790136,7.060132537020372,8.055006937076634,8.436480756686237,9.592217962313402,10.24389055776569,10.881737861716786
3.8,3.9333553010956424,3.9640555280118988,4.037107281273192,4.10328947368421,4.270439216976476,4.3578947368421055,4.606395253008077,4.8373241175018515,5.227706482395525,5.426567115195274,5.916653007703655,6.128390596745027,6.908399443853766,7.469054043005478,7.950506370467168,8.286251123274242,9.086301034960476,10.044455300439667,10.428246753246754
